,attraction_name,link,category,categories,rating,reviews,address,city
6752,Hills view point,https://www.google.com/maps/place/Hills+view+point/data=!4m7!3m6!1s0x3bb2b50e7215c52f:0x8cb819d245479921!8m2!3d13.6466277!4d79.4038768!16s%2Fg%2F11t6357xh7!19sChIJL8UVcg61sjsRIZlHRdIZuIw?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.6,12,"Hills view point, Tirumala Up Rd, Alipiri Gate, Dwaraka Nagar, Tirupati, Andhra Pradesh 517507, India",Tirupati
6753,Ravi Water falls,https://www.google.com/maps/place/Ravi+Water+falls/data=!4m7!3m6!1s0x3bb2b3af61642f29:0xd52aafbe0e21e2f1!8m2!3d13.541961!4d79.3655394!16s%2Fg%2F11rgrxh6vq!19sChIJKS9kYa-zsjsR8eIhDr6vKtU?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.3,12,"G9R8+Q6M Ravi Water falls, Chintagunta, Andhra Pradesh 517561, India",Tirupati
6754,Hill view,https://www.google.com/maps/place/Hill+view/data=!4m7!3m6!1s0x3bb2b5f9ea923347:0xc0bb2e7e8eea79f0!8m2!3d13.6764375!4d79.3451719!16s%2Fg%2F11pz8bvf6y!19sChIJRzOS6vm1sjsR8Hnqjn4uu8A?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.8,10,"M8GW+H3F Hill view, Tirumala, Tirupati, Andhra Pradesh 517504, India",Tirupati
6755,Gate to heaven,https://www.google.com/maps/place/Gate+to+heaven/data=!4m7!3m6!1s0x3a4d4b63658fff6d:0xeef2832d89c0ed4e!8m2!3d13.6471535!4d79.4057843!16s%2Fg%2F11v0xtb8_2!19sChIJbf-PZWNLTToRTu3AiS2D8u4?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.6,10,"Gate to heaven, JCW4+R5X Alipiri Garuda Circle, Alipiri Rd, Alipiri Gate, Dwaraka Nagar, Tirupati, Andhra Pradesh 517507, India",Tirupati
6756,Tirumala View Point,https://www.google.com/maps/place/Tirumala+View+Point/data=!4m7!3m6!1s0x3bb2cb21aa4cd397:0x4c6183908c9b552b!8m2!3d13.6854602!4d79.3420859!16s%2Fg%2F11n7y0v2tx!19sChIJl9NMqiHLsjsRK1WbjJCDYUw?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.1,8,"M8PR+5RP Tirumala View Point, Shubham Rd, Tirumala, Tirupati, Andhra Pradesh 517504, India",Tirupati
6757,Mamanduru Forest Eco-Tourism,https://www.google.com/maps/place/Mamanduru+Forest+Eco-Tourism/data=!4m7!3m6!1s0x3a4d3555721f8269:0xd18d4735bca94e70!8m2!3d13.7399397!4d79.4387014!16s%2Fg%2F11t_h0wz7w!19sChIJaYIfclU1TToRcE6pvDVHjdE?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.3,8,"PCQQ+XFG Mamanduru Forest Eco-Tourism, Tirupati, Andhra Pradesh 517504, India",Tirupati
6758,Tirupati Balaji Queue Complex,https://www.google.com/maps/place/Tirupati+Balaji+Queue+Complex/data=!4m7!3m6!1s0x3bb2b54614495bdb:0x9dd24abe8d8fbf8d!8m2!3d13.6818325!4d79.3471063!16s%2Fg%2F11s86gwsd8!19sChIJ21tJFEa1sjsRjb-Pjb5K0p0?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4,7,"M8JW+MQJ Tirupati Balaji Queue Complex, S Mada St, Tirumala, Tirupati, Andhra Pradesh 517504, India",Tirupati
6759,Chani lake,https://www.google.com/maps/place/Chani+lake/data=!4m7!3m6!1s0x3a4d49d24817053d:0x21a1a8b6cebff0bb!8m2!3d13.6642003!4d79.5096629!16s%2Fg%2F11pwst94pr!19sChIJPQUXSNJJTToRu_C_zraooSE?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.1,7,"MG75+MVM Chani lake, Tirupati, Andhra Pradesh 517520, India",Tirupati
6760,Pullampeta Viewpoint,https://www.google.com/maps/place/Pullampeta+Viewpoint/data=!4m7!3m6!1s0x3bb2cbad0b1e829f:0xe6ed1ec5f39293b4!8m2!3d13.7513142!4d79.3066214!16s%2Fg%2F11kk8gglxz!19sChIJn4IeC63LsjsRtJOS88Ue7eY?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,3.8,6,"Q824+GJH Pullampeta Viewpoint, Andhra Pradesh 516101, India",Tirupati
6761,"Halayudha teerdam, hlaayudh tiirthN","https://www.google.com/maps/place/Halayudha+teerdam,+%E0%B0%B9%E0%B0%B2%E0%B0%BE%E0%B0%AF%E0%B1%81%E0%B0%A7+%E0%B0%A4%E0%B1%80%E0%B0%B0%E0%B1%8D%E0%B0%A5%E0%B0%82/data=!4m7!3m6!1s0x3a4d4b5ce9639267:0x2aed7d0b98f544ec!8m2!3d13.6598256!4d79.4206662!16s%2Fg%2F11t9bkvx9y!19sChIJZ5Jj6VxLTToR7ET1mAt97So?authuser=0&hl=en&rclk=1",Hiking area,Hiking area,4,6,"MC5C+W7 Halayudha teerdam, hlaayudh tiirthN, Tirupati, Andhra Pradesh 517507, India",Tirupati
6762,AK Farms,https://www.google.com/maps/place/AK+Farms/data=!4m7!3m6!1s0x3a4d4b2e95bc4de1:0xda0c02c2c0333c73!8m2!3d13.598221!4d79.452998!16s%2Fg%2F11n8zkbxdp!19sChIJ4U28lS5LTToRczwzwMICDNo?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.8,5,"HFX3+75Q AK Farms, YSR Rd, Tirupati, Andhra Pradesh 517503, India",Tirupati
6763,SANTHI NAGAR POND,https://www.google.com/maps/place/SANTHI+NAGAR+POND/data=!4m7!3m6!1s0x3bb2b90cb5c9ca5f:0x3b055278f7fdf72c!8m2!3d13.6395891!4d79.1513708!16s%2Fg%2F11nx1xs51r!19sChIJX8rJtQy5sjsRLPf993hSBTs?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,2.6,5,"J5Q2+RGQ SANTHI NAGAR POND, Shanthi Nagar, Padmavathi Nagar, Tirupati, Andhra Pradesh 517501, India",Tirupati
6764,Tirupati free tickets,https://www.google.com/maps/place/Tirupati+free+tickets/data=!4m7!3m6!1s0x3a4d4ba28c972df1:0xf071a2ef5c63894d!8m2!3d13.627158!4d79.423063!16s%2Fg%2F11kh9pv0q8!19sChIJ8S2XjKJLTToRTYljXO-icfA?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.3,4,"JCGF+VGR Tirupati free tickets, Ashok Nagar, Tirupati, Andhra Pradesh 517501, India",Tirupati
6765,Lakshmipuram circle,https://www.google.com/maps/place/Lakshmipuram+circle/data=!4m7!3m6!1s0x3a4d4b75f584a02f:0xbba0c70f88ceff39!8m2!3d13.6225762!4d79.4301569!16s%2Fg%2F11t577h6qr!19sChIJL6CE9XVLTToROf_OiA_HoLs?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,5,4,"JCFJ+23M Lakshmipuram circle, Circle, Lakshmi Puram, Ashok Nagar, Tirupati, Andhra Pradesh 517501, India",Tirupati
6766,Water Recycling Plant,https://www.google.com/maps/place/Water+Recycling+Plant/data=!4m7!3m6!1s0x3bb2b5270f8ec263:0xa58ce3fbeabfaef2!8m2!3d13.6764942!4d79.3433368!16s%2Fg%2F11s85jj96t!19sChIJY8KODye1sjsR8q6_6vvjjKU?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,5,2,"M8GV+P4C Water Recycling Plant, Sri Vaari Metlu, Tirumala, Tirupati, Andhra Pradesh 517504, India",Tirupati
6767,SV zoo,https://www.google.com/maps/place/SV+zoo/data=!4m7!3m6!1s0x3a4d4bae3c6a1b67:0x10e7bac08502dac0!8m2!3d13.6287557!4d79.4191795!16s%2Fg%2F11v6xtf9wx!19sChIJZxtqPK5LTToRwNoChcC65xA?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.5,2,"JCH9+GM3 SV zoo, Royal Nagar, Tirupati, Andhra Pradesh 517501, India",Tirupati
6768,Rock curve,https://www.google.com/maps/place/Rock+curve/data=!4m7!3m6!1s0x3bb2b5e1ca78a7cd:0xc9fb8aa97aabc006!8m2!3d13.6703117!4d79.3570917!16s%2Fg%2F11r8rkpjxb!19sChIJzad4yuG1sjsRBsCreqmK-8k?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,5,2,"M9C4+4RG Rock curve, Tirumala Down Rd, Tirumala, Tirupati, Andhra Pradesh 517504, India",Tirupati
6769,Sarvadarsan entry,https://www.google.com/maps/place/Sarvadarsan+entry/data=!4m7!3m6!1s0x3bb2b5fa38ba55a1:0xfbb2dada807e27ae!8m2!3d13.6790066!4d79.3429648!16s%2Fg%2F11vj1844x7!19sChIJoVW6OPq1sjsRrid-gNrasvs?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,2.5,2,"M8HV+P59 Sarvadarsan entry, ATGH Circle, Tirumala, Tirupati, Andhra Pradesh 517504, India",Tirupati
6770,Indian flag,https://www.google.com/maps/place/Indian+flag/data=!4m7!3m6!1s0x3a4d4b9b43c38747:0x5eb33d8552c9da20!8m2!3d13.6296631!4d79.4288175!16s%2Fg%2F11v9c50p0m!19sChIJR4fDQ5tLTToRINrJUoU9s14?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.5,2,"Indian flag, 2, Bus Stand Road, Kothapalli, Kadapa, Tirupati, Andhra Pradesh 516247, India",Tirupati
6771,Pangaluri seetamma Marg 100 feet road,https://www.google.com/maps/place/Pangaluri+seetamma+Marg+100+feet+road/data=!4m7!3m6!1s0x3a4d4b469d033a19:0x7a673a5f685646b8!8m2!3d13.6195945!4d79.402233!16s%2Fg%2F11vj8wjx07!19sChIJGToDnUZLTToRuEZWaF86Z3o?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,5,1,"JC92+RVQ Pangaluri seetamma Marg 100 feet road, 100 Ft Rd, Padmavathi Nagar, Tirupati, Andhra Pradesh 517502, India",Tirupati
6772,Naresh,https://www.google.com/maps/place/Naresh/data=!4m7!3m6!1s0x3a4d4b006ad8c48d:0x100dfb72c3bb7f5a!8m2!3d13.639699!4d79.415896!16s%2Fg%2F11ld8gl77d!19sChIJjcTYagBLTToRWn-7w3L7DRA?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,1,1,"Naresh, 6-1-12P, Srinivasa Nagar, Ramchandra Nagar, Tirupati, Andhra Pradesh 517501, India",Tirupati
6773,Exit for sarva dharshana,https://www.google.com/maps/place/Exit+for+sarva+dharshana/data=!4m7!3m6!1s0x3bb2b500635835f3:0x9a340f09b2b8d184!8m2!3d13.6786443!4d79.3435534!16s%2Fg%2F11vpdvtz4t!19sChIJ8zVYYwC1sjsRhNG4sgkPNJo?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,5,1,"M8HV+FC3 Exit for sarva dharshana, MBC Rd, Tirumala, Tirupati, Andhra Pradesh 517504, India",Tirupati
6774,Sitting area and view point,https://www.google.com/maps/place/Sitting+area+and+view+point/data=!4m7!3m6!1s0x3a4d4b15b39a0c9b:0x5f781f368eaedb9f!8m2!3d13.6537537!4d79.4154755!16s%2Fg%2F11sv_gwfkr!19sChIJmwyasxVLTToRn9uujjYfeF8?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,5,1,"MC38+G5 Sitting area and view point, Tirupati, Andhra Pradesh 517507, India",Tirupati
6775,Rajesh Sabarad Circle,https://www.google.com/maps/place/Rajesh+Sabarad+Circle/data=!4m7!3m6!1s0x3bb2b53cddeb470d:0xf0a5fc9a017d37a3!8m2!3d13.6780198!4d79.3505711!16s%2Fg%2F11kr7ym60j!19sChIJDUfr3Ty1sjsRozd9AZr8pfA?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,5,1,"M9H2+267 Rajesh Sabarad Circle, Tirumala-Tirupati Rd, Balajy Colony, Tirumala, Tirupati, Andhra Pradesh 517504, India",Tirupati
6776,Papavinasam trekking,https://www.google.com/maps/place/Papavinasam+trekking/data=!4m7!3m6!1s0x3bb2cba13ec9f2d7:0xd7cdf7a0f195705b!8m2!3d13.7231515!4d79.3283292!16s%2Fg%2F11sw0wmsdb!19sChIJ1_LJPqHLsjsRW3CV8aD3zdc?authuser=0&hl=en&rclk=1,Hiking area,Hiking area,5,1,"P8FH+788 Papavinasam trekking, Tirumala, Tirupati, Andhra Pradesh 517504, India",Tirupati
6777,SV Zoological Park,https://www.google.com/maps/place/SV+Zoological+Park/data=!4m7!3m6!1s0x3bb2b51b24cfde1d:0xf9b3697cd67e0120!8m2!3d13.634326!4d79.3683115!16s%2Fg%2F11vf3w5rxv!19sChIJHd7PJBu1sjsRIAF-1nxps_k?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,5,1,"J9M9+P8M SV Zoological Park, Tirupati, Andhra Pradesh 517507, India",Tirupati
6778,annmyy daari,https://www.google.com/maps/place/%E0%B0%85%E0%B0%A8%E0%B1%8D%E0%B0%A8%E0%B0%AE%E0%B0%AF%E0%B1%8D%E0%B0%AF+%E0%B0%A6%E0%B0%BE%E0%B0%B0%E0%B0%BF/data=!4m7!3m6!1s0x3bb2cb1cd40edd3f:0xd83886bac9066290!8m2!3d13.72165!4d79.3770207!16s%2Fg%2F11scmlbgzt!19sChIJP90O1BzLsjsRkGIGybqGONg?authuser=0&hl=en&rclk=1,Hiking area,Hiking area,5,1,"P9CG+MR annmyy daari, Tirupati, Andhra Pradesh 517504, India",Tirupati
6779,ZODIAC GARDEN/raashi vnN /TTD/ttiittiiddi,https://www.google.com/maps/place/ZODIAC+GARDEN%2F%E0%B0%B0%E0%B0%BE%E0%B0%B6%E0%B0%BF+%E0%B0%B5%E0%B0%A8%E0%B0%82+%2FTTD%2F%E0%B0%9F%E0%B1%80%E0%B0%9F%E0%B1%80%E0%B0%A1%E0%B0%BF/data=!4m7!3m6!1s0x3a4d4bd80308067b:0x4af4dfb5dff65ae7!8m2!3d13.6477442!4d79.4087784!16s%2Fg%2F11qrmvsb9_!19sChIJewYIA9hLTToR51r237Xf9Eo?authuser=0&hl=en&rclk=1,Garden,Garden,5,1,"JCX5+3GR ZODIAC GARDEN/raashi vnN /TTD/ttiittiiddi, Srinivasa Nagar, Dwaraka Nagar, Tirupati, Andhra Pradesh 517507, India",Tirupati
6780,Sri Wari pushpa Udyanavanam,https://www.google.com/maps/place/Sri+Wari+pushpa+Udyanavanam/data=!4m7!3m6!1s0x3bb2cb748ed202a7:0x39c129ffd5e2c5c2!8m2!3d13.689453!4d79.3489514!16s%2Fg%2F11kj3g7ww1!19sChIJpwLSjnTLsjsRwsXi1f8pwTk?authuser=0&hl=en&rclk=1,Garden,Garden,4,1,"M8QX+QHP Sri Wari pushpa Udyanavanam, Seva Sadan Rd, Tirumala, Tirupati, Andhra Pradesh 517504, India",Tirupati
6781,annmyy eguddu daari,https://www.google.com/maps/place/%E0%B0%85%E0%B0%A8%E0%B1%8D%E0%B0%A8%E0%B0%AE%E0%B0%AF%E0%B1%8D%E0%B0%AF+%E0%B0%8E%E0%B0%97%E0%B1%81%E0%B0%A1%E0%B1%81+%E0%B0%A6%E0%B0%BE%E0%B0%B0%E0%B0%BF/data=!4m7!3m6!1s0x3a4d3536f7a515bd:0x877f02fe348d01ef!8m2!3d13.7360048!4d79.388406!16s%2Fg%2F11tmv3g0ld!19sChIJvRWl9zY1TToR7wGNNP4Cf4c?authuser=0&hl=en&rclk=1,Hiking area,Hiking area,5,1,"P9PQ+C9 annmyy eguddu daari, Tirupati, Andhra Pradesh 517504, India",Tirupati
6782,Seruppu,https://www.google.com/maps/place/Seruppu/data=!4m7!3m6!1s0x3bb2b5fc803af915:0xf90b57e2bea8a7f3!8m2!3d13.681125!4d79.3467379!16s%2Fg%2F11l6f6p0c_!19sChIJFfk6gPy1sjsR86eovuJXC_k?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,,,"M8JW+FQH Seruppu, Tirumala, Tirupati, Andhra Pradesh 517504, India",Tirupati
6783,Dry River,https://www.google.com/maps/place/Dry+River/data=!4m7!3m6!1s0x3bb2cbf41bc6070b:0x8c63e0a9764521b!8m2!3d13.7166889!4d79.3460939!16s%2Fg%2F11srj0fryh!19sChIJCwfGG_TLsjsRG1Jklwo-xgg?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,,,"Dry River, Tirumala, Tirupati, Andhra Pradesh 517504, India",Tirupati
6784,CHAKIREVU BANA (caakireevu baan),https://www.google.com/maps/place/CHAKIREVU+BANA+%28%E0%B0%9A%E0%B0%BE%E0%B0%95%E0%B0%BF%E0%B0%B0%E0%B1%87%E0%B0%B5%E0%B1%81+%E0%B0%AC%E0%B0%BE%E0%B0%A8%29/data=!4m7!3m6!1s0x3a4d4b00198077d9:0x4b95a8977c836150!8m2!3d13.6287557!4d79.4191795!16s%2Fg%2F11vskmmn27!19sChIJ2XeAGQBLTToRUGGDfJeolUs?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,,,"JCH9+GM3 CHAKIREVU BANA (caakireevu baan), Royal Nagar, Tirupati, Andhra Pradesh 517501, India",Tirupati
6785,College,https://www.google.com/maps/place/College/data=!4m7!3m6!1s0x3a4d4bdeb0d536f1:0xef387d465fa113a6!8m2!3d13.6181947!4d79.425002!16s%2Fg%2F11rqy_sqb7!19sChIJ8TbVsN5LTToRphOhX0Z9OO8?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,,,"JC9F+7W9 College, Padmavathipuram, Tirupati, Andhra Pradesh 517501, India",Tirupati
6786,Srinivasa setu,https://www.google.com/maps/place/Srinivasa+setu/data=!4m7!3m6!1s0x3a4d4b0071247835:0x9e9558a80a2c53e7!8m2!3d13.647089!4d79.4266529!16s%2Fg%2F11y2yk_s6s!19sChIJNXgkcQBLTToR51MsCqhYlZ4?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,,,"Srinivasa setu, 5, Tirumala Bypass Rd, Srinivasa Nagar, Shiv Jyoti Nagar, Tirupati, Andhra Pradesh 517501, India",Tirupati
6787,Sri Vigneswara Travels,https://www.google.com/maps/place/Sri+Vigneswara+Travels/data=!4m7!3m6!1s0x3a4d4b6019d1abdf:0x61996176121d85e3!8m2!3d13.6499953!4d79.4305545!16s%2Fg%2F11vhtlbxm6!19sChIJ36vRGWBLTToR44UdEnZhmWE?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,,,"Sri Vigneswara Travels, 8-373, opposite Ration shop, Rajiv Gandhi Colony, Sathyanarayanapuram, Tirupati, Andhra Pradesh 517501, India",Tirupati
6788,Dog house,https://www.google.com/maps/place/Dog+house/data=!4m7!3m6!1s0x3a4d4bae11990357:0xc524aed342002512!8m2!3d13.6224104!4d79.413923!16s%2Fg%2F11pzyqtmqb!19sChIJVwOZEa5LTToREiUAQtOuJMU?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,,,"JCC7+XH7 Dog house, New Balaji Colony, Chandragiri, Tirupati, Andhra Pradesh 6 ktm, India",Tirupati
6789,Navjay Travels,https://www.google.com/maps/place/Navjay+Travels/data=!4m7!3m6!1s0x3a4d4b361e571c09:0x2d5eaa7b5dad1bca!8m2!3d13.613957!4d79.4214182!16s%2Fg%2F11vjq1k1b7!19sChIJCRxXHjZLTToRyhutXXuqXi0?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,,,"Navjay Travels, near Shiva temple, Lingeswar Nagar, Bairagi patteda, Tirupati, Andhra Pradesh 517501, India",Tirupati
6790,Place Of Room Booking counter,https://www.google.com/maps/place/Place+Of+Room+Booking+counter/data=!4m7!3m6!1s0x3bb2b547d4d12c67:0x56180729ccde4951!8m2!3d13.6797581!4d79.351308!16s%2Fg%2F11vkq_32gj!19sChIJZyzR1Ee1sjsRUUnezCkHGFY?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,,,"M9H2+WF7 Place Of Room Booking counter, Free Bus Stop, Tirumala-Tirupati Rd, Balaji Nagar, Tirumala, Tirupati, Andhra Pradesh 517504, India",Tirupati
6791,annmyy kaali baatt,https://www.google.com/maps/place/%E0%B0%85%E0%B0%A8%E0%B1%8D%E0%B0%A8%E0%B0%AE%E0%B0%AF%E0%B1%8D%E0%B0%AF+%E0%B0%95%E0%B0%BE%E0%B0%B2%E0%B0%BF+%E0%B0%AC%E0%B0%BE%E0%B0%9F/data=!4m7!3m6!1s0x3bb2cb24759f1865:0xd66996c55a45900b!8m2!3d13.7077364!4d79.3639882!16s%2Fg%2F11k3kgldby!19sChIJZRifdSTLsjsRC5BFWsWWadY?authuser=0&hl=en&rclk=1,Hiking area,Hiking area,,,"P957+3H annmyy kaali baatt, Tirupati, Andhra Pradesh 517504, India",Tirupati
6792,Cs garden,https://www.google.com/maps/place/Cs+garden/data=!4m7!3m6!1s0x3bb2b380dd790335:0x20558acacc6d128b!8m2!3d13.589598!4d79.360447!16s%2Fg%2F11rwsbmdr2!19sChIJNQN53YCzsjsRixJtzMqKVSA?authuser=0&hl=en&rclk=1,Garden,Garden,,,"H9Q6+R5P Cs garden, Satharubailu, Tirupati, Andhra Pradesh 517505, India",Tirupati
6793,puuddi ceruvu,https://www.google.com/maps/place/%E0%B0%AA%E0%B1%82%E0%B0%A1%E0%B0%BF+%E0%B0%9A%E0%B1%86%E0%B0%B0%E0%B1%81%E0%B0%B5%E0%B1%81/data=!4m7!3m6!1s0x3a4d4fb8d8c9f9dd:0xe0e6ca9cbe2ac42a!8m2!3d13.5468511!4d79.5059501!16s%2Fg%2F11trf49pzg!19sChIJ3fnJ2LhPTToRKsQqvpzK5uA?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,,,"GGW4+P9 puuddi ceruvu, Pudi, Andhra Pradesh 517571, India",Tirupati
6794,Group theaters and sandhya theater road area,https://www.google.com/maps/place/Group+theaters+and+sandhya+theater+road+area/data=!4m7!3m6!1s0x3a4d4bfaae7fdbe1:0x8c37445ecf6fda43!8m2!3d13.6306227!4d79.423434!16s%2Fg%2F11np36cy47!19sChIJ4dt_rvpLTToRQ9pvz15EN4w?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,,,"JCJF+69V Group theaters and sandhya theater road area, Jayasyam Rd, Mallaiah Gunta Katta, Tata Nagar, Tirupati, Andhra Pradesh 517501, India",Tirupati
6795,Shri Amarnath Cave Temple,,Religious destination,"Religious destination, Hindu temple, Place of worship",4.5,10424,"Shri Amarnath Cave Temple, Baltal Amarnath Trek, Forest Block, Pahalgam, Jammu and Kashmir 192230",Amarnath
6796,Zojibal (yatri rest) amarnath yatra,,Tourist attraction,Tourist attraction,4.4,40,"Zojibal (yatri rest) amarnath yatra, 3FQC+M8J, Zojibal, 192230",Amarnath
6797,George Everest House,https://www.google.com/maps/place/George+Everest+House/data=!4m7!3m6!1s0x3908d160f043fae3:0x94ab2cd2819ae6f5!8m2!3d30.4586875!4d78.0230625!16s%2Fg%2F1tghmzyd!19sChIJ4_pD8GDRCDkR9eaagdIsq5Q?authuser=0&hl=en&rclk=1,Camping farm,"Camping farm, Hiking area, Historical landmark",4.5,8162,"George Everest House, Khanij Nagar, Mussoorie, Uttarakhand 248179, India",Mussoorie
6798,Ropeway To Bhattafall- Fun places/ Places to visit / Best adventure park in mussoorie,https://www.google.com/maps/place/Ropeway+To+Bhattafall-+Fun+places%2F+Places+to+visit+%2F+Best+adventure+park+in+mussoorie/data=!4m7!3m6!1s0x3908d77c1c0c153f:0xaa10d2223f4cdc0e!8m2!3d30.4362982!4d78.0765064!16s%2Fg%2F11h55y2jfb!19sChIJPxUMHHzXCDkRDtxMPyLSEKo?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.2,2067,"Ropeway To Bhattafall- Fun places/ Places to visit / Best adventure park in mussoorie, Bhatta Gaon, Mussoorie, Kyar Kuli Bhatta, Uttarakhand 248179, India",Mussoorie
6799,SOHAM Himalayan Centre,https://www.google.com/maps/place/SOHAM+Himalayan+Centre/data=!4m7!3m6!1s0x3908d0c7d14b8027:0x1317d2d8bbd68e57!8m2!3d30.448335!4d78.0847695!16s%2Fg%2F11b5pj2g06!19sChIJJ4BL0cfQCDkRV47Wu9jSFxM?authuser=0&hl=en&rclk=1,Museum,"Museum, Tourist attraction",4.6,212,"SOHAM Himalayan Centre, Chamunda Peeth Temple Road, Big Bend Bala Hisar, Mussoorie, Uttarakhand 248179, India",Mussoorie
6800,Mussoorie Heritage Centre,https://www.google.com/maps/place/Mussoorie+Heritage+Centre/data=!4m7!3m6!1s0x3908d0b8cc31e24f:0x83bca9d90dcf7462!8m2!3d30.4552932!4d78.0865891!16s%2Fg%2F11c453wnzy!19sChIJT-IxzLjQCDkRYnTPDdmpvIM?authuser=0&hl=en&rclk=1,Museum,"Museum, Tourist attraction",4.3,43,"Mussoorie Heritage Centre, Clock Tower, opposite Goyal Hardware, Rajmandi, Landour, Mussoorie, Uttarakhand 248179, India",Mussoorie
6801,Kempty Falls,https://www.google.com/maps/place/Kempty+Falls/data=!4m7!3m6!1s0x3908d19963f63b51:0xaf4d748e3bc60a88!8m2!3d30.4878339!4d78.0366927!16s%2Fg%2F1pxxrv21z!19sChIJUTv2Y5nRCDkRiArGO450Ta8?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.2,53868,"Kempty Falls, Lakhwad, Kempty, Mussoorie, Ram Gaon, Uttarakhand 248179, India",Mussoorie
6802,Lal Tibba Scenic Point,https://www.google.com/maps/place/Lal+Tibba+Scenic+Point/data=!4m7!3m6!1s0x3908d09692917195:0x45a2c05f40e37bd0!8m2!3d30.4667102!4d78.0949734!16s%2Fg%2F11fy4g5qyr!19sChIJlXGRkpbQCDkR0HvjQF_AokU?authuser=0&hl=en&rclk=1,Scenic spot,"Scenic spot, Tourist attraction",4.2,15154,"Lal Tibba Scenic Point, Lal Tibba Binoculars bazar, Road, Landour, Mussoorie, Uttarakhand 248179, India",Mussoorie
6803,Bhatta falls,https://www.google.com/maps/place/Bhatta+falls/data=!4m7!3m6!1s0x3908d7dc48aecbbb:0x2b196a82eafeb4d4!8m2!3d30.437358!4d78.073825!16s%2Fm%2F0k6hmjr!19sChIJu8uuSNzXCDkR1LT-6oJqGSs?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.3,5748,"C3QF+39F Bhatta falls, Bhatta Gaon, Mussoorie, Kyar Kuli Bhatta, Uttarakhand 248179, India",Mussoorie
6804,K Dev Bhoomi Wax Museum,https://www.google.com/maps/place/K+Dev+Bhoomi+Wax+Museum/data=!4m7!3m6!1s0x3908d117ae688fa3:0xdac393a3e21c8f!8m2!3d30.4615271!4d78.0513607!16s%2Fg%2F11c3sw0yrc!19sChIJo49orhfRCDkRjxzio5PD2gA?authuser=0&hl=en&rclk=1,Wax museum,"Wax museum, Tourist attraction",3.6,2736,"F362+JG9 K Dev Bhoomi Wax Museum, Company garden,, Mussoorie, Uttarakhand, India",Mussoorie
6805,Landour Clock Tower,https://www.google.com/maps/place/Landour+Clock+Tower/data=!4m7!3m6!1s0x3908d0c741d6d131:0xa5ac95b1b2c4b8df!8m2!3d30.4552878!4d78.0866195!16s%2Fg%2F1vd6_q41!19sChIJMdHWQcfQCDkR37jEsrGVrKU?authuser=0&hl=en&rclk=1,Historical place,"Historical place, Tourist attraction",4.2,1765,"F34P+4J9 Landour Clock Tower, Rajmandi, Landour, Mussoorie, Uttarakhand 248179, India",Mussoorie
